neg,neu,pos,compound,sentiment_label,section,source_url
0.06,0.806,0.134,0.9988,positive,statement,https://www.ecb.europa.eu/press/press_conference/monetary-policy-statement/2025/html/ecb.is251030~4f74dde15e.en.html
