neg,neu,pos,compound,sentiment_label,section,source_url
0.064,0.81,0.125,0.9999,positive,qa,https://www.ecb.europa.eu/press/press_conference/monetary-policy-statement/2025/html/ecb.is251030~4f74dde15e.en.html
